bill,date,time,item,amount,total,payment_type(cash/card),buyer_id,purchase_price
100000307,23-09-2016,16:29:25,"Shirt type 8, Puma",1,475.2,card,,264
100000307,23-09-2016,16:29:25,"Cap type 1, Nike",1,455.168,card,,224
100000307,23-09-2016,16:29:25,"Boots type 2, Adidas",1,6783.45,card,,3309
100000322,11-06-2017,18:33:55,"Cufflinks type 2, Puma",1,445.28,cash,1044.0,253
100000322,11-06-2017,18:33:55,"T-shirt type 3, Adidas",1,623.28,cash,1044.0,318
100000322,11-06-2017,18:33:55,"Sneakers type 3, Adidas",1,3241.26,cash,1044.0,1637
100000330,02-03-2016,11:33:10,"Hat type 3, Reebok",1,516.12,card,62.0,253
100000330,02-03-2016,11:33:10,"Sneakers type 1, Puma",1,2891.328,card,62.0,1628
100000330,02-03-2016,11:33:10,"Slippers type 1, Puma",1,247.6656,card,62.0,189
100000347,11-08-2018,17:53:34,"Shirt type 2, Adidas",1,866.364,card,,460
100000347,11-08-2018,17:53:34,"T-shirt type 4, Puma",2,594.688,card,,368
100000355,19-03-2016,20:40:31,"Trousers type 6, Adidas",1,1394.12,card,580.0,766
100000355,19-03-2016,20:40:31,"Hat type 7, Nike",2,905.216,card,580.0,416
100000355,19-03-2016,20:40:31,"Belt type 4, Nike",2,1069.9664,card,580.0,566
100000355,19-03-2016,20:40:31,"Shirt type 11, Nike",1,1299.548,card,580.0,659
100000357,11-07-2018,09:26:00,"T-shirt type 2, Puma",1,313.6,card,792.0,200
100000364,12-09-2016,09:42:01,"Top type 2, Nike",1,794.563,card,855.0,385
100000364,12-09-2016,09:42:01,"T-shirt type 6, Reebok",1,371.05,card,855.0,181
100000364,12-09-2016,09:42:01,"Trousers type 7, Puma",1,482.232,card,855.0,283
100000364,12-09-2016,09:42:01,"Sneakers type 3, Reebok",1,2018.5844,card,855.0,1138
100000371,16-01-2017,16:16:28,"Hat type 8, Nike",1,569.64,card,387.0,282
100000371,16-01-2017,16:16:28,"Shirt type 10, Adidas",1,446.9,card,387.0,205
100000379,19-05-2017,17:52:41,"Socks type 2, Reebok",1,415.8,cash,,210
100000379,19-05-2017,17:52:41,"Trousers type 1, Adidas",1,1564.92,cash,,828
100000379,19-05-2017,17:52:41,"Belt type 4, Reebok",2,901.52,cash,,472
100000401,30-05-2018,17:49:13,"Sneakers type 3, Adidas",1,3241.26,card,,1637
100000401,30-05-2018,17:49:13,"Trousers type 1, Puma",1,722.304,card,,418
100000410,18-07-2018,12:09:00,"Trousers type 11, Reebok",1,1816.84,cash,,857
100000415,11-06-2018,12:08:34,"Shirt type 8, Nike",1,1172.888,card,,542
100000415,11-06-2018,12:08:34,"T-shirt type 5, Adidas",1,627.21,card,,303
100000442,10-01-2016,16:51:33,"Belt type 2, Puma",1,206.59584,cash,,146
100000442,10-01-2016,16:51:33,"Socks type 7, Puma",2,1131.52,cash,,640
100000444,28-04-2018,14:46:03,"Hat type 4, Reebok",1,229.4,card,287.0,124
100000446,27-06-2018,14:26:55,"Hat type 4, Reebok",1,229.4,cash,20.0,124
100000446,27-06-2018,14:26:55,"Top type 3, Nike",1,535.0,cash,20.0,250
100000446,27-06-2018,14:26:55,"Shirt type 11, Nike",1,1065.62936,cash,20.0,659
100000446,27-06-2018,14:26:55,"Hat type 4, Adidas",1,562.8,cash,20.0,280
100000452,19-12-2017,15:35:33,"Sneakers type 1, Nike",2,6468.48504,card,,3774
100000454,19-10-2017,17:31:36,"Hat type 2, Reebok",1,378.4,card,,176
100000460,31-01-2017,15:01:46,"Cufflinks type 6, Puma",1,351.0912,cash,,205
100000473,15-12-2016,14:27:09,"Sneakers type 6, Puma",2,5154.944,cash,,3128
100000482,21-04-2016,20:21:04,"Shoes type 4, Adidas",1,3224.502,cash,,1698
100000482,21-04-2016,20:21:04,"Trousers type 2, Nike",1,1406.532,cash,,597
100000495,25-11-2017,11:43:37,"Trousers type 12, Adidas",2,1676.0712,card,,894
100000495,25-11-2017,11:43:37,"Hat type 2, Reebok",1,378.4,card,,176
100000495,25-11-2017,11:43:37,"Shirt type 6, Reebok",1,699.6,card,,330
100000499,05-04-2018,11:25:44,"Belt type 2, Adidas",1,325.95,cash,1053.0,159
100000499,05-04-2018,11:25:44,"Trousers type 8, Puma",1,759.632,cash,1053.0,482
100000522,09-10-2017,18:13:03,"Trousers type 8, Nike",2,2688.82784,card,489.0,1486
100000522,09-10-2017,18:13:03,"Trousers type 3, Nike",1,1536.528,card,489.0,714
100000522,09-10-2017,18:13:03,"Shirt type 5, Reebok",1,903.8484,card,489.0,534
100000522,09-10-2017,18:13:03,"Sneakers type 6, Puma",1,2577.472,card,489.0,1564
100000522,09-10-2017,18:13:03,"Sneakers type 2, Puma",2,3158.112,card,489.0,1964
100000522,09-10-2017,18:13:03,"Trousers type 10, Adidas",1,1137.96,card,489.0,580
100000524,06-02-2016,13:10:26,"Boots type 5, Puma",1,2273.648,card,,1286
100000539,08-11-2017,17:35:35,"Shirt type 5, Reebok",2,1846.572,card,647.0,1068
100000539,08-11-2017,17:35:35,"T-shirt type 5, Reebok",1,700.91,card,647.0,323
100000542,20-09-2016,17:02:37,"T-shirt type 7, Adidas",1,334.9352,card,800.0,167
100000555,15-08-2017,19:43:37,"Trousers type 11, Nike",1,893.316,cash,,453
100000555,15-08-2017,19:43:37,"T-shirt type 4, Puma",1,297.344,cash,,184
100000555,15-08-2017,19:43:37,"Socks type 2, Puma",1,427.648,cash,,257
100000555,15-08-2017,19:43:37,"Hat type 3, Adidas",2,462.0,cash,,220
100000566,23-06-2017,11:20:09,"Shirt type 3, Reebok",1,516.6,cash,967.0,246
100000566,23-06-2017,11:20:09,"Cufflinks type 5, Nike",1,949.648,cash,967.0,427
100000566,23-06-2017,11:20:09,"Ball type 1, Reebok",1,89.053,cash,967.0,43
100000646,20-04-2018,17:11:54,"Hat type 2, Adidas",1,250.92,cash,,136
100000646,20-04-2018,17:11:54,"Top type 1, Puma",1,420.784,cash,,238
100000646,20-04-2018,17:11:54,"Hat type 8, Nike",1,541.158,cash,,282
100000650,11-07-2017,15:05:06,"Trousers type 5, Puma",1,2105.008,cash,1128.0,1207
100000650,11-07-2017,15:05:06,"Boots type 4, Reebok",1,7161.1,cash,1128.0,3769
100000650,11-07-2017,15:05:06,"Top type 4, Adidas",1,217.21,cash,1128.0,107
100000651,30-10-2017,12:22:40,"Cap type 2, Nike",1,541.66,card,,265
100000651,30-10-2017,12:22:40,"Shoes type 1, Nike",1,3176.892,card,,1611
100000657,19-04-2016,12:06:42,"Sneakers type 6, Puma",1,2577.472,cash,,1564
100000689,23-05-2017,17:42:47,"Belt type 2, Reebok",1,440.99,cash,,209
100000689,23-05-2017,17:42:47,"Socks type 4, Adidas",1,688.2,cash,,370
100000689,23-05-2017,17:42:47,"Shirt type 11, Adidas",2,1202.8,cash,,620
100000709,25-07-2018,09:30:27,"Boots type 1, Nike",1,6055.728,cash,770.0,2814
100000716,09-03-2016,18:54:39,"Cap type 3, Puma",1,479.864,cash,,287
100000724,28-07-2016,17:25:31,"Shirt type 1, Nike",1,1445.6664,cash,1173.0,837
100000724,28-07-2016,17:25:31,"Trousers type 6, Puma",1,1241.952,cash,1173.0,761
100000724,28-07-2016,17:25:31,"Shirt type 11, Reebok",2,2785.1824,cash,1173.0,1628
100000740,11-11-2016,11:47:39,"Sneakers type 5, Puma",2,2238.352,cash,838.0,1406
100000758,06-07-2017,18:03:32,"Sneakers type 1, Puma",1,2891.328,cash,,1628
100000759,30-05-2017,14:32:41,"Cufflinks type 4, Reebok",1,821.24,card,,419
100000760,13-08-2017,14:24:46,"T-shirt type 2, Adidas",1,429.1056,card,,258
100000760,13-08-2017,14:24:46,"Trousers type 10, Reebok",1,343.44,card,,162
100000760,13-08-2017,14:24:46,"Socks type 1, Reebok",1,299.2626,card,,182
100000760,13-08-2017,14:24:46,"Boots type 3, Nike",1,7087.68,card,,3312
100000767,12-09-2016,10:19:10,"Socks type 1, Adidas",1,787.5,cash,,375
100000767,12-09-2016,10:19:10,"Socks type 5, Reebok",1,204.795,cash,,111
100000767,12-09-2016,10:19:10,"T-shirt type 6, Nike",1,761.2,cash,,346
100000770,11-05-2017,09:17:02,"Sneakers type 1, Puma",2,5782.656,cash,,3256
100000770,11-05-2017,09:17:02,"Belt type 3, Reebok",1,714.42,cash,,378
100000771,09-04-2018,13:03:38,"T-shirt type 1, Adidas",1,459.9,cash,1024.0,219
100000776,13-10-2016,10:14:56,"Shirt type 8, Reebok",1,1187.93,cash,,563
100000787,30-01-2017,17:03:02,"Hat type 2, Nike",1,546.448,card,318.0,238
100000815,29-06-2017,14:00:37,"T-shirt type 3, Puma",1,616.176,cash,,389
100000828,10-03-2016,16:04:37,"Hat type 8, Reebok",1,409.64,card,,209
100000836,23-07-2017,18:07:08,"Slippers type 1, Puma",1,247.6656,card,,189
100000850,06-12-2016,19:29:23,"Shirt type 2, Puma",2,1707.264,card,,988
100000850,06-12-2016,19:29:23,"Socks type 6, Adidas",2,1396.8,card,,776
100000850,06-12-2016,19:29:23,"Socks type 4, Adidas",1,688.2,card,,370
100000850,06-12-2016,19:29:23,"Shirt type 6, Nike",1,1552.824,card,,702
100000877,22-10-2016,09:53:00,"Trousers type 2, Reebok",1,325.4253,cash,796.0,159
100000887,07-10-2016,16:05:35,"Trousers type 7, Adidas",1,1706.5152,cash,,954
100000887,07-10-2016,16:05:35,"Sneakers type 1, Reebok",1,1922.778,cash,,1053
100000888,23-02-2016,14:34:51,"T-shirt type 7, Puma",1,201.552,cash,,114
100000902,02-07-2016,13:57:41,"Trousers type 5, Adidas",1,855.6856,cash,,479
100000902,02-07-2016,13:57:41,"Shirt type 7, Nike",2,3293.12,cash,,1640
100000902,02-07-2016,13:57:41,"Cufflinks type 6, Puma",1,365.72,cash,,205
100000905,14-08-2016,16:38:14,"T-shirt type 2, Adidas",1,510.84,cash,,258
100000911,17-02-2016,11:00:19,"Cap type 3, Puma",1,479.864,card,,287
100000914,24-04-2018,16:12:01,"T-shirt type 5, Reebok",1,700.91,card,999.0,323
100000914,24-04-2018,16:12:01,"Shirt type 2, Adidas",2,2014.8,card,999.0,920
100000914,24-04-2018,16:12:01,"Trousers type 9, Adidas",1,428.45,card,999.0,205
100000914,24-04-2018,16:12:01,"Trousers type 7, Puma",2,964.464,card,999.0,566
100000914,24-04-2018,16:12:01,"Shirt type 1, Puma",1,1426.128,card,999.0,814
100000914,24-04-2018,16:12:01,"Trousers type 7, Adidas",1,1666.8288,card,999.0,954
100000935,10-02-2016,10:29:19,"Sneakers type 6, Adidas",1,2545.92,cash,,1224
100000935,10-02-2016,10:29:19,"Shirt type 10, Puma",2,813.13824,cash,,566
100000935,10-02-2016,10:29:19,"Boots type 5, Adidas",1,2860.29,cash,,1563
100000943,29-04-2017,18:48:46,"Hat type 1, Adidas",1,225.09,card,1018.0,123
100000959,19-09-2018,18:56:45,"Trousers type 8, Puma",1,759.632,card,,482
100000959,19-09-2018,18:56:45,"Shirt type 7, Reebok",1,1310.26,card,,686
100000959,19-09-2018,18:56:45,"Trousers type 12, Reebok",2,1085.64,card,,498
100000959,19-09-2018,18:56:45,"Cufflinks type 6, Puma",1,365.72,card,,205
100000959,19-09-2018,18:56:45,"Shirt type 4, Adidas",1,358.98,card,,186
100000970,29-01-2016,17:17:16,"T-shirt type 7, Adidas",1,316.7322,card,746.0,167
100000970,29-01-2016,17:17:16,"Shoes type 4, Puma",1,3041.776,card,746.0,1802
100000996,11-07-2018,10:50:06,"Trousers type 8, Nike",1,1297.51576,cash,,743
100000996,11-07-2018,10:50:06,"Shirt type 6, Reebok",1,699.6,cash,,330
100001015,04-07-2017,16:09:00,"Cufflinks type 5, Puma",1,225.792,card,878.0,140
100001057,11-05-2018,17:06:09,"Hat type 3, Nike",1,648.448,card,,298
100001057,11-05-2018,17:06:09,"Socks type 6, Adidas",1,698.4,card,,388
100001058,07-11-2017,11:31:55,"Shirt type 5, Reebok",1,971.88,card,,534
100001058,07-11-2017,11:31:55,"Sneakers type 4, Adidas",1,1436.3943,card,,739
100001083,05-08-2017,09:34:29,"Sneakers type 6, Reebok",1,1770.264,cash,,1069
100001102,26-05-2018,19:49:12,"Socks type 1, Puma",1,215.496,cash,,123
100001102,26-05-2018,19:49:12,"Shirt type 3, Reebok",1,516.6,cash,,246
100001111,26-05-2016,12:19:09,"Hat type 6, Adidas",1,487.6,cash,,265
100001111,26-05-2016,12:19:09,"Shirt type 4, Puma",1,888.88,cash,,542
100001114,17-08-2017,13:58:16,"Shoes type 3, Puma",1,5261.256,cash,1255.0,3003
100001114,17-08-2017,13:58:16,"Cap type 3, Reebok",1,287.1687,cash,1255.0,157
100001114,17-08-2017,13:58:16,"Top type 1, Puma",1,420.784,cash,1255.0,238
100001125,28-04-2016,15:17:06,"Hat type 8, Puma",2,1039.36,card,338.0,580
100001125,28-04-2016,15:17:06,"Hat type 2, Puma",1,334.5408,card,338.0,220
100001125,28-04-2016,15:17:06,"Boots type 3, Adidas",2,12715.76,card,338.0,5998
100001125,28-04-2016,15:17:06,"Socks type 3, Puma",1,606.464,card,338.0,368
100001127,10-05-2018,16:59:16,"Top type 2, Puma",1,624.0,card,966.0,390
100001156,24-05-2017,19:34:18,"Shirt type 3, Nike",1,1737.236,cash,836.0,821
100001178,04-08-2016,15:02:11,"T-shirt type 7, Reebok",1,538.1376,card,,286
100001185,04-05-2017,18:15:21,"Trousers type 7, Reebok",1,1398.813,card,1027.0,806
100001191,02-12-2016,19:39:51,"Socks type 4, Adidas",1,688.2,cash,,370
100001191,02-12-2016,19:39:51,"Trousers type 10, Adidas",1,1264.4,cash,,580
100001226,20-04-2018,13:57:04,"T-shirt type 4, Nike",1,594.336,cash,,246
100001226,20-04-2018,13:57:04,"Sneakers type 5, Reebok",1,2250.24,cash,,1172
100001226,20-04-2018,13:57:04,"Hat type 5, Adidas",1,322.74,cash,,163
100001231,25-08-2017,10:45:06,"Shirt type 7, Puma",2,1744.36416,cash,,1288
100001234,25-05-2018,17:56:02,"Top type 2, Nike",2,1869.56,cash,,770
100001241,20-03-2018,09:55:10,"Shirt type 9, Adidas",1,1818.46,cash,,838
100001246,11-03-2016,18:04:14,"Shoes type 3, Puma",1,5261.256,cash,,3003
100001247,24-01-2016,15:20:05,"Cap type 1, Adidas",1,298.76,cash,,175
100001247,24-01-2016,15:20:05,"Shirt type 8, Nike",1,1172.888,cash,,542
100001247,24-01-2016,15:20:05,"Trousers type 5, Reebok",1,1972.846,cash,,1076
100001286,17-07-2016,20:15:13,"Belt type 4, Adidas",1,350.416,cash,,181
100001286,17-07-2016,20:15:13,"Boots type 6, Puma",1,2144.936,cash,,1361
100001289,03-05-2017,10:17:19,"Shirt type 8, Puma",2,864.864,cash,,528
100001289,03-05-2017,10:17:19,"Hat type 4, Nike",2,1147.344,cash,,492
100001289,03-05-2017,10:17:19,"Boots type 1, Adidas",1,7293.79,cash,,3593
100001289,03-05-2017,10:17:19,"T-shirt type 7, Adidas",1,364.06,cash,,167
100001289,03-05-2017,10:17:19,"Shirt type 12, Adidas",1,820.8,cash,,456
100001295,14-05-2017,14:34:04,"Hat type 1, Nike",1,464.112,cash,,198
100001314,23-05-2018,12:06:50,"Slippers type 1, Adidas",1,391.95,cash,,195
100001318,02-11-2017,20:14:09,"T-shirt type 3, Reebok",1,440.7,card,,226
100001318,02-11-2017,20:14:09,"Slippers type 3, Adidas",1,267.4361,card,,151
100001330,05-11-2016,13:51:12,"Shoes type 3, Nike",1,5386.79808,card,564.0,3352
100001330,05-11-2016,13:51:12,"T-shirt type 4, Reebok",2,587.424,card,564.0,348
100001330,05-11-2016,13:51:12,"Cufflinks type 7, Reebok",1,512.64,card,564.0,267
100001330,05-11-2016,13:51:12,"Slippers type 2, Puma",1,280.3328,card,564.0,181
100001330,05-11-2016,13:51:12,"Boots type 6, Puma",1,2144.936,card,564.0,1361
100001330,05-11-2016,13:51:12,"Socks type 1, Reebok",1,343.98,card,564.0,182
100001334,14-10-2017,10:22:57,"Shirt type 1, Adidas",1,914.82,card,809.0,474
100001348,11-12-2017,18:03:56,"Belt type 1, Nike",1,274.912,card,,121
100001363,20-03-2017,12:32:53,"Sneakers type 4, Reebok",1,2941.68,cash,,1700
100001363,20-03-2017,12:32:53,"Shirt type 9, Reebok",1,546.0,cash,,273
100001367,06-04-2016,12:54:29,"Socks type 1, Puma",1,215.496,card,,123
100001367,06-04-2016,12:54:29,"Trousers type 3, Reebok",1,1850.97,card,,869
100001367,06-04-2016,12:54:29,"Socks type 5, Adidas",1,736.32,card,,354
100001384,06-01-2017,10:01:30,"Hat type 6, Adidas",2,975.2,cash,997.0,530
100001384,06-01-2017,10:01:30,"Cufflinks type 7, Reebok",1,512.64,cash,997.0,267
100001384,06-01-2017,10:01:30,"Hat type 6, Puma",1,391.56,cash,997.0,251
100001386,29-04-2018,19:34:25,"Cap type 2, Adidas",2,1261.44,cash,,584
100001387,08-08-2016,18:53:43,"Trousers type 11, Nike",1,866.51652,card,,453
100001387,08-08-2016,18:53:43,"Hat type 8, Adidas",1,326.8,card,,152
100001390,24-01-2016,12:51:02,"Boots type 1, Adidas",1,7293.79,card,,3593
100001400,30-11-2016,15:46:32,"Shirt type 12, Reebok",1,1110.8769,cash,,629
100001400,30-11-2016,15:46:32,"Shoes type 2, Puma",1,3234.944,cash,,2032
100001400,30-11-2016,15:46:32,"Hat type 8, Reebok",1,409.64,cash,,209
100001400,30-11-2016,15:46:32,"Hat type 6, Reebok",1,203.3,cash,,107
100001411,13-12-2016,17:30:15,"Top type 3, Reebok",1,504.171,card,164.0,263
100001429,24-07-2018,13:09:49,"Trousers type 11, Reebok",2,3633.68,cash,,1714
100001429,24-07-2018,13:09:49,"Slippers type 3, Reebok",1,476.3286,cash,,243
100001445,31-07-2016,14:40:19,"Ball type 1, Reebok",1,93.74,card,,43
100001445,31-07-2016,14:40:19,"Boots type 1, Adidas",2,14587.58,card,,7186
100001445,31-07-2016,14:40:19,"Shirt type 2, Puma",1,853.632,card,,494
100001452,11-08-2017,09:01:49,"Cap type 3, Puma",1,436.67624,cash,21.0,287
100001456,28-12-2017,12:27:43,"Shirt type 3, Nike",1,1737.236,cash,,821
100001469,10-03-2017,19:48:03,"T-shirt type 3, Puma",1,616.176,cash,,389
100001471,12-05-2018,19:07:19,"Trousers type 6, Adidas",1,1532.0,card,,766
100001471,12-05-2018,19:07:19,"Cufflinks type 5, Puma",1,225.792,card,,140
100001482,20-11-2017,14:00:19,"Slippers type 2, Adidas",1,698.92,cash,1237.0,346
100001497,16-06-2016,14:50:30,"Cufflinks type 6, Nike",1,615.048,cash,,294
100001541,15-05-2017,14:25:34,"Hat type 6, Puma",1,391.56,cash,,251
100001549,13-02-2016,10:21:36,"Shirt type 7, Reebok",1,1310.26,card,1037.0,686
100001549,13-02-2016,10:21:36,"Socks type 7, Adidas",1,797.04,card,1037.0,369
100001564,14-02-2016,09:21:18,"T-shirt type 5, Nike",1,488.824,cash,,245
100001576,22-01-2018,19:41:28,"T-shirt type 3, Nike",1,492.2,cash,406.0,230
100001576,22-01-2018,19:41:28,"Trousers type 2, Nike",1,1406.532,cash,406.0,597
100001576,22-01-2018,19:41:28,"Cufflinks type 5, Puma",1,250.88,cash,406.0,140
100001580,12-03-2016,14:05:47,"Top type 1, Reebok",1,187.308,cash,1137.0,88
100001580,12-03-2016,14:05:47,"Shoes type 2, Puma",1,3234.944,cash,1137.0,2032
100001581,16-07-2016,10:59:46,"Slippers type 3, Adidas",1,285.4655,cash,,151
100001589,03-06-2017,10:35:04,"Slippers type 3, Reebok",1,476.3286,cash,1007.0,243
100001612,15-03-2018,10:00:21,"T-shirt type 7, Reebok",1,549.12,cash,,286
100001616,25-10-2017,20:30:30,"Boots type 1, Reebok",1,4672.005,cash,248.0,2535
100001616,25-10-2017,20:30:30,"Trousers type 9, Reebok",2,997.3824,cash,248.0,672
100001629,11-01-2016,12:01:27,"Slippers type 2, Puma",1,318.56,cash,,181
100001629,11-01-2016,12:01:27,"Slippers type 2, Reebok",2,796.79,cash,,436
100001629,11-01-2016,12:01:27,"Slippers type 1, Adidas",1,391.95,cash,,195
100001635,18-07-2018,16:48:13,"Shirt type 11, Reebok",1,1481.48,card,409.0,814
100001635,18-07-2018,16:48:13,"Trousers type 8, Adidas",1,2084.5188,card,409.0,1053
100001635,18-07-2018,16:48:13,"Cufflinks type 2, Reebok",1,432.0,card,409.0,200
100001635,18-07-2018,16:48:13,"Trousers type 11, Puma",1,544.824,card,409.0,329
100001635,18-07-2018,16:48:13,"Boots type 1, Nike",2,12111.456,card,409.0,5628
100001671,16-06-2018,18:43:13,"Hat type 4, Reebok",1,229.4,cash,,124
100001671,16-06-2018,18:43:13,"Socks type 7, Adidas",1,797.04,cash,,369
100001671,16-06-2018,18:43:13,"Socks type 1, Nike",1,422.37216,cash,,252
100001687,28-04-2017,18:51:22,"T-shirt type 2, Adidas",1,505.7316,card,,258
100001716,16-04-2016,12:04:55,"Belt type 2, Adidas",1,325.95,cash,696.0,159
100001721,11-01-2018,12:17:00,"Belt type 2, Nike",2,880.352,cash,,440
100001721,11-01-2018,12:17:00,"Boots type 3, Reebok",2,13372.36,cash,,6788
100001732,09-08-2017,20:03:58,"Shirt type 12, Reebok",1,1149.183,cash,1256.0,629
100001744,28-09-2018,17:34:34,"T-shirt type 2, Nike",1,431.136,card,,216
100001744,28-09-2018,17:34:34,"Socks type 5, Nike",1,441.07608,card,,254
100001744,28-09-2018,17:34:34,"Shirt type 7, Reebok",1,1310.26,card,,686
100001744,28-09-2018,17:34:34,"Hat type 4, Nike",1,458.9376,card,,246
100001762,14-11-2016,10:44:26,"Socks type 2, Nike",1,242.1,cash,,125
100001765,09-10-2016,14:49:28,"Hat type 3, Reebok",1,516.12,cash,,253
100001765,09-10-2016,14:49:28,"Ball type 1, Nike",1,111.936,cash,,48
100001765,09-10-2016,14:49:28,"Ball type 2, Reebok",1,100.11,cash,,47
100001765,09-10-2016,14:49:28,"Sneakers type 4, Adidas",1,1405.5041,cash,,739
100001768,22-03-2016,09:34:32,"Shirt type 7, Puma",1,1076.768,cash,,644
100001789,19-09-2017,18:43:58,"Shirt type 5, Reebok",1,971.88,cash,,534
100001789,19-09-2017,18:43:58,"Cufflinks type 2, Adidas",1,380.88,cash,,207
